delta_c1,delta_c2,delta_c3,delta_c4,delta_c5,delta_c6,delta_c7,delta_c8,theta_c1,theta_c2,theta_c3,theta_c4,theta_c5,theta_c6,theta_c7,theta_c8,lowalpha_c1,lowalpha_c2,lowalpha_c3,lowalpha_c4,lowalpha_c5,lowalpha_c6,lowalpha_c7,lowalpha_c8,highalpha_c1,highalpha_c2,highalpha_c3,highalpha_c4,highalpha_c5,highalpha_c6,highalpha_c7,highalpha_c8,lowbeta_c1,lowbeta_c2,lowbeta_c3,lowbeta_c4,lowbeta_c5,lowbeta_c6,lowbeta_c7,lowbeta_c8,highbeta_c1,highbeta_c2,highbeta_c3,highbeta_c4,highbeta_c5,highbeta_c6,highbeta_c7,highbeta_c8,lowgamma_c1,lowgamma_c2,lowgamma_c3,lowgamma_c4,lowgamma_c5,lowgamma_c6,lowgamma_c7,lowgamma_c8,midgamma_c1,midgamma_c2,midgamma_c3,midgamma_c4,midgamma_c5,midgamma_c6,midgamma_c7,midgamma_c8,state,answer
-24058.4418,306253.5582,197461.5582,-315364.4418,-328010.4418,-483025.4418,-373682.4418,-140863.4418,-76685.088,-17212.088,284935.912,-100132.088,62968.912,-88013.088,-59634.088,-81793.088,-13909.15777,-4473.15777,206302.8422,-19963.15777,-4858.15777,-9584.15777,-5297.15777,-24947.15777,-20404.03201,-4508.03201,30452.96799,-19551.03201,-10949.03201,-18041.03201,-3319.03201,-12058.03201,-4425.60134,5901.39866,36113.39866,-11461.60134,-1484.60134,7007.39866,-12299.60134,-5770.60134,26413.27666,12809.27666,44275.27666,2234.27666,33443.27666,-1093.72334,23629.27666,-6505.72334,-4212.10835,-1714.10835,24546.89165,-5661.10835,6145.89165,-833.10835,-4700.10835,-3756.10835,-611.126424,13606.87358,48619.87358,-4815.126424,580.873576,-3466.126424,1596.873576,-4287.126424,difficult,no
-470602.4418,604987.5582,-480157.4418,-443896.4418,-478429.4418,-486563.4418,-203655.4418,-69099.4418,-88339.088,-73283.088,-109575.088,-84436.088,-98381.088,-99933.088,-97120.088,59212.912,-7645.15777,-20866.15777,-16676.15777,-19464.15777,-20389.15777,-19388.15777,-12992.15777,9795.84223,-20231.03201,-17891.03201,-18243.03201,-17891.03201,-11465.03201,21849.96799,-13901.03201,5106.96799,-11640.60134,-5810.60134,-73.60134,-11680.60134,-1092.60134,30416.39866,-9745.60134,18666.39866,-9966.72334,-2388.72334,28400.27666,-8704.72334,9165.27666,-2448.72334,-9776.72334,-840.72334,-4992.10835,-5149.10835,7779.89165,-8540.10835,-5771.10835,-4806.10835,-9911.10835,-1775.10835,-5734.126424,-3647.126424,8437.873576,-6324.126424,-2328.126424,1753.873576,-4796.126424,2423.873576,difficult,yes
-481473.4418,-339113.4418,49234.5582,-338462.4418,-411090.4418,251106.5582,44218.5582,-455117.4418,-79633.088,-72822.088,27806.912,-109085.088,-81469.088,-66728.088,-83826.088,-94686.088,-22241.15777,-12188.15777,-19918.15777,-25694.15777,-23378.15777,17268.84223,51380.84223,-26337.15777,-18376.03201,-14127.03201,-11620.03201,-20253.03201,-19228.03201,2157.96799,-6168.03201,-16778.03201,-10402.60134,-9753.60134,3854.39866,-13576.60134,-3675.60134,3491.39866,5949.39866,-11170.60134,1334.27666,-10523.72334,17956.27666,-15983.72334,-6956.72334,17871.27666,25082.27666,-10127.72334,10161.89165,-9945.10835,4945.89165,-12090.10835,-9543.10835,-8105.10835,-5912.10835,-9966.10835,4685.873576,-6637.126424,2957.873576,-6080.126424,-5540.126424,-1290.126424,684.873576,-6573.126424,difficult,yes
-455118.4418,-315990.4418,-481388.4418,-338256.4418,-482450.4418,-476785.4418,-391905.4418,-130159.4418,-93507.088,-50912.088,-106332.088,-83060.088,-81575.088,-91985.088,-71763.088,-96718.088,-22790.15777,-22829.15777,-24454.15777,-11242.15777,-9192.15777,-17694.15777,-14442.15777,-22416.15777,-11821.03201,-13010.03201,-16891.03201,-3128.03201,14630.96799,4074.96799,-15645.03201,-19848.03201,-8508.60134,-10702.60134,-11490.60134,1028.39866,23658.39866,-863.60134,-6099.60134,-11891.60134,-10430.72334,-13321.72334,-11146.72334,24010.27666,16523.27666,-3699.72334,-11953.72334,-7003.72334,-10082.10835,-5564.10835,-6135.10835,1988.89165,-6283.10835,-9823.10835,-8625.10835,-5649.10835,-6254.126424,-6459.126424,-7018.126424,-1737.126424,37.873576,-4546.126424,-1986.126424,-3368.126424,easy,yes
134664.5582,-401047.4418,-461897.4418,-3614.4418,-346567.4418,-393481.4418,155588.5582,-483606.4418,-46004.088,-84134.088,-107267.088,-101740.088,-107125.088,-18586.088,-107350.088,-86931.088,-14236.15777,-25533.15777,-23487.15777,-10274.15777,-25300.15777,-11613.15777,-20225.15777,-19272.15777,-19640.03201,-18749.03201,-15164.03201,-16299.03201,-15432.03201,-12520.03201,-16623.03201,15920.96799,1448.39866,-7854.60134,-8042.60134,-12994.60134,-14915.60134,24800.39866,-4392.60134,17449.39866,-4818.72334,-12163.72334,68610.27666,-8221.72334,-16219.72334,1982.27666,-8088.72334,606.27666,-9814.10835,-5668.10835,27429.89165,-7855.10835,-12082.10835,2056.89165,-9037.10835,-4603.10835,-3988.126424,-4464.126424,14141.87358,-3659.126424,-7576.126424,-3154.126424,-6482.126424,-3421.126424,easy,yes
-117326.4418,-406704.4418,-432347.4418,-438640.4418,-486412.4418,425828.5582,-397859.4418,-55904.4418,-64211.088,-88228.088,-105065.088,-69122.088,-87009.088,-1341.088,-46273.088,79481.912,-2808.15777,-23970.15777,-14343.15777,-23474.15777,-6890.15777,29813.84223,-11652.15777,-14649.15777,9506.96799,-11936.03201,-14317.03201,-9820.03201,19007.96799,22612.96799,-8161.03201,-14029.03201,11667.39866,-11283.60134,7017.39866,-11599.60134,-1513.60134,-5696.60134,-10587.60134,19121.39866,17039.27666,-8938.72334,12256.27666,-7399.72334,-1295.72334,9699.27666,-9639.72334,15957.27666,-891.10835,-9828.10835,-4829.10835,-9374.10835,-1772.10835,204.89165,3645.89165,10056.89165,4134.873576,-6121.126424,6330.873576,-4502.126424,-1292.126424,6945.873576,-3522.126424,2056.873576,easy,no
-341035.4418,1837244.558,-349222.4418,-419902.4418,64682.5582,-484658.4418,-440085.4418,48754.5582,-52888.088,59145.912,-85624.088,-85426.088,-103560.088,-110180.088,-105353.088,-95916.088,-15429.15777,16800.84223,-13517.15777,-25549.15777,-22922.15777,-23185.15777,-13878.15777,9990.84223,-8711.03201,-6734.03201,-16363.03201,-11721.03201,-8013.03201,-17310.03201,-13842.03201,150.96799,-6514.60134,30791.39866,-10641.60134,-11802.60134,6671.39866,-7310.60134,13417.39866,-4064.60134,-7607.72334,33533.27666,-6617.72334,5942.27666,17841.27666,-11953.72334,21689.27666,4921.27666,-998.10835,14639.89165,2307.89165,3336.89165,1626.89165,-9114.10835,-4335.10835,2746.89165,-2508.126424,9626.873576,-3958.126424,-6088.126424,9295.873576,-5109.126424,30.873576,1142.873576,difficult,yes
1185236.558,-459350.4418,404258.5582,-426156.4418,-419412.4418,-450295.4418,-425346.4418,92371.5582,-21185.088,-106593.088,191430.912,-89199.088,-109222.088,-51382.088,-92570.088,-43747.088,-1561.15777,-24959.15777,-6832.15777,3783.84223,-23680.15777,54625.84223,-24364.15777,-9817.15777,-9884.03201,-15595.03201,-12629.03201,-14466.03201,-19182.03201,-8018.03201,-9469.03201,-364.03201,5193.39866,-2212.60134,17937.39866,-3351.60134,-13022.60134,-5889.60134,-12632.60134,1337.39866,19872.27666,11339.27666,7279.27666,-12485.72334,-15840.72334,27471.27666,-12136.72334,-4235.72334,20472.89165,16897.89165,9595.89165,-9852.10835,-11619.10835,-8035.10835,-9907.10835,-4641.10835,3324.873576,909.873576,12378.87358,-5523.126424,-7564.126424,-4862.126424,-5041.126424,-1205.126424,easy,yes
-470937.4418,523024.5582,-465401.4418,-310974.4418,-479448.4418,-480983.4418,-483706.4418,-137122.4418,-26730.088,-94298.088,-101323.088,16473.912,-96760.088,-87987.088,-94726.088,-70659.088,-4999.15777,-17237.15777,-23476.15777,23690.84223,-22099.15777,-24439.15777,-19172.15777,-25469.15777,15904.96799,-10953.03201,-15573.03201,-5890.03201,-17612.03201,-12905.03201,36323.96799,-17445.03201,-10901.60134,-13219.60134,1391.39866,13940.39866,-8714.60134,10719.39866,3322.39866,-13748.60134,15398.27666,-8878.72334,23229.27666,15768.27666,-7196.72334,23793.27666,47626.27666,-8326.72334,-3221.10835,-10992.10835,10715.89165,11996.89165,-8422.10835,1113.89165,-1641.10835,-11116.10835,2122.873576,-5359.126424,9519.873576,8345.873576,-4623.126424,118.873576,259.873576,-5748.126424,easy,yes
-485634.4418,-302742.4418,44396.5582,-332085.4418,-406039.4418,-397836.4418,-480652.4418,-476597.4418,-90013.088,-69236.088,-65689.088,-103680.088,-98509.088,-103658.088,-94833.088,-94050.088,-14465.15777,-18913.15777,-20932.15777,-22286.15777,-26391.15777,-13803.15777,45680.84223,-14812.15777,-17966.03201,-19236.03201,-20190.03201,-19252.03201,-16896.03201,-7274.03201,27353.96799,-15617.03201,-6834.60134,-6165.60134,-11787.60134,-3276.60134,-12556.60134,-10377.60134,4156.39866,-6215.60134,2039.27666,-9429.72334,-275.72334,-10627.72334,-13664.72334,-12016.72334,8565.27666,3748.27666,-1036.10835,-7033.10835,2712.89165,-9146.10835,-11479.10835,-9932.10835,-9634.10835,-9850.10835,-1634.126424,-2695.126424,-2521.126424,-6736.126424,-6407.126424,-6714.126424,-1542.126424,-3424.126424,difficult,no
-480832.4418,159873.5582,-401645.4418,194925.5582,175366.5582,-481960.4418,-484329.4418,-412092.4418,-99138.088,113820.912,-28645.088,-25900.088,-95320.088,-78726.088,-101794.088,-93325.088,-25549.15777,-5499.15777,-400.15777,-9816.15777,-11907.15777,-10641.15777,-9035.15777,-18620.15777,-13405.03201,1975.96799,-12765.03201,-10465.03201,47658.96799,63218.96799,-14737.03201,-2743.03201,-10113.60134,793.39866,-14.60134,9653.39866,40741.39866,-5843.60134,5602.39866,-12055.60134,48904.27666,6730.27666,31534.27666,16831.27666,-3077.72334,8850.27666,-3144.72334,967.27666,1007.89165,6906.89165,3402.89165,-4945.10835,13126.89165,-2177.10835,-2521.10835,-1324.10835,7157.873576,-729.126424,14631.87358,864.873576,1648.873576,-3927.126424,-3983.126424,-1748.126424,easy,yes
268414.5582,-3728.4418,476967.5582,-313637.4418,236810.5582,400711.5582,1310648.558,608536.5582,-50903.088,85191.912,-33892.088,-55070.088,-22574.088,10038.912,549755.912,18911.912,-1141.15777,62316.84223,105270.8422,-15001.15777,-17813.15777,194484.8422,141940.8422,14731.84223,460.96799,24280.96799,80960.96799,-4416.03201,-4354.03201,17144.96799,-2022.03201,18616.96799,-5187.60134,16174.39866,53936.39866,-11964.60134,4810.39866,167885.3987,158481.3987,8152.39866,620.27666,55933.27666,52920.27666,-5954.72334,8312.27666,46610.27666,104297.2767,-2769.72334,1322.89165,32256.89165,70746.89165,4480.89165,-517.10835,70485.89165,34562.89165,6083.89165,9842.873576,44265.87358,14701.87358,783.873576,5436.873576,38336.87358,56871.87358,8031.873576,easy,no
-92122.4418,1652767.558,769229.5582,-288387.4418,454458.5582,739294.5582,897071.5582,1096789.558,87821.912,89043.912,16535.912,441824.912,322774.912,1504695.912,74948.912,184588.912,49159.84223,6717.84223,39800.84223,364488.8422,59678.84223,125261.8422,82206.84223,112468.8422,18582.96799,20254.96799,45985.96799,-230.03201,15157.96799,204488.968,54505.96799,120382.968,16894.39866,41840.39866,46625.39866,2371.39866,38969.39866,36887.39866,14608.39866,39318.39866,21033.27666,7415.27666,29683.27666,26777.27666,12061.27666,55613.27666,152029.2767,73268.27666,26628.89165,5852.89165,70856.89165,121085.8917,50837.89165,143193.8917,15563.89165,78929.89165,4800.873576,3382.873576,13987.87358,17734.87358,37216.87358,77426.87358,8278.873576,18999.87358,easy,yes
405942.5582,3361282.558,45755.5582,470310.5582,-341985.4418,72207.5582,1147547.558,21919.5582,126257.912,72968.912,59448.912,47128.912,-45059.088,-81485.088,58554.912,207783.912,6931.84223,456.84223,109693.8422,16807.84223,-5909.15777,-10166.15777,20769.84223,15985.84223,10914.96799,174789.968,52109.96799,-11862.03201,-12249.03201,-13820.03201,14514.96799,42910.96799,53.39866,29630.39866,1264.39866,37614.39866,-4160.60134,-10131.60134,-983.60134,9617.39866,42118.27666,52877.27666,33804.27666,8049.27666,4111.27666,-9996.72334,4679.27666,12141.27666,6926.89165,19836.89165,26373.89165,21291.89165,-1756.10835,1117.89165,3612.89165,11057.89165,35626.87358,24054.87358,43163.87358,10317.87358,-3298.126424,2145.873576,3759.873576,21477.87358,easy,no
301708.5582,2760794.558,481090.5582,256267.5582,599351.5582,-313272.4418,1289832.558,-455474.4418,56910.912,1798746.912,566058.912,102484.912,95353.912,-108511.088,425954.912,-105724.088,88484.84223,137116.8422,61829.84223,2714.84223,15117.84223,-22477.15777,-9852.15777,-24847.15777,5074.96799,198948.968,337477.968,8076.96799,14280.96799,-20034.03201,20587.96799,-17145.03201,97616.39866,96197.39866,56765.39866,-4316.60134,12835.39866,-13769.60134,21302.39866,-8247.60134,43993.27666,256582.2767,90946.27666,168.27666,18518.27666,-13373.72334,67349.27666,-3716.72334,23887.89165,230496.8917,167516.8917,4462.89165,8337.89165,-10443.10835,27427.89165,2512.89165,22420.87358,57668.87358,71503.87358,4441.873576,-1001.126424,-5553.126424,62172.87358,4183.873576,difficult,no
-257509.4418,555252.5582,900044.5582,95620.5582,-410256.4418,324509.5582,-287212.4418,-393592.4418,-46281.088,-13383.088,-7460.088,-78931.088,-97841.088,-102839.088,53097.912,-108221.088,14046.84223,7494.84223,-18561.15777,-11387.15777,-17802.15777,-15332.15777,71356.84223,-19641.15777,15188.96799,7566.96799,-10470.03201,-11605.03201,-18856.03201,-15315.03201,-15655.03201,-19786.03201,33190.39866,12110.39866,40791.39866,-10950.60134,-11311.60134,-12012.60134,-8679.60134,-14395.60134,3854.27666,-7192.72334,46813.27666,-7196.72334,-9055.72334,-7581.72334,26287.27666,-15986.72334,9671.89165,4947.89165,12964.89165,-4697.10835,-3803.10835,-7538.10835,12298.89165,-11529.10835,778.873576,8892.873576,21451.87358,-5442.126424,-4514.126424,-3962.126424,21656.87358,-6948.126424,easy,no
217532.5582,14897.5582,-334895.4418,1010062.558,-375430.4418,673927.5582,955539.5582,265281.5582,-36745.088,-79676.088,-102516.088,-35882.088,-1720.088,76586.912,-63942.088,-89957.088,-2616.15777,-22231.15777,-16920.15777,3153.84223,-18498.15777,-15507.15777,-1528.15777,-25251.15777,-7931.03201,-14981.03201,-13089.03201,3635.96799,3658.96799,-715.03201,-14069.03201,-18879.03201,-6577.60134,-6933.60134,-13047.60134,7137.39866,-2208.60134,8609.39866,-1169.60134,-4572.60134,-1471.72334,9551.27666,-13887.72334,10269.27666,-8870.72334,4770.27666,-7504.72334,-9285.72334,-219.10835,4909.89165,-10052.10835,7062.89165,7303.89165,2170.89165,5329.89165,5796.89165,1047.873576,-2522.126424,-5929.126424,1204.873576,7776.873576,11197.87358,937.873576,-1873.126424,easy,no
664544.5582,-163194.4418,-87985.4418,-17162.4418,657305.5582,-465096.4418,72002.5582,-241559.4418,588361.912,-60627.088,-70480.088,102650.912,183900.912,-109488.088,-103056.088,-92499.088,-22101.15777,-7253.15777,-21835.15777,12680.84223,-528.15777,-25196.15777,-20900.15777,-11418.15777,66973.96799,-18092.03201,-19222.03201,11221.96799,20198.96799,-18885.03201,4319.96799,8402.96799,65438.39866,-6472.60134,-12178.60134,23099.39866,579.39866,-8545.60134,-3254.60134,-8720.60134,67016.27666,-10083.72334,-11649.72334,-777.72334,22704.27666,-1021.72334,2447.27666,-6016.72334,88420.89165,8584.89165,-6177.10835,12064.89165,14496.89165,11796.89165,-4228.10835,-6429.10835,101294.8736,-2795.126424,-4830.126424,20992.87358,-825.126424,-2805.126424,9842.873576,-4366.126424,easy,no
848643.5582,492199.5582,8887.5582,-71904.4418,-56523.4418,425963.5582,420031.5582,727751.5582,304029.912,-90809.088,-21742.088,-80856.088,255544.912,101851.912,47469.912,58718.912,44768.84223,-9164.15777,15089.84223,-18567.15777,-23977.15777,43729.84223,39584.84223,26610.84223,-13078.03201,-15078.03201,7287.96799,-13334.03201,11029.96799,308.96799,17264.96799,-980.03201,61392.39866,-12465.60134,1266.39866,-9042.60134,32242.39866,8987.39866,30228.39866,25160.39866,69235.27666,-10975.72334,9283.27666,-7409.72334,4131.27666,6907.27666,10251.27666,29557.27666,106558.8917,-6611.10835,1540.89165,-4746.10835,18756.89165,9651.89165,60747.89165,50222.89165,54371.87358,-4994.126424,11905.87358,-2393.126424,2332.873576,19757.87358,22206.87358,8113.873576,difficult,no
1786121.558,-12502.4418,-346423.4418,-221757.4418,1547444.558,1117014.558,-120943.4418,284927.5582,22205.912,213345.912,-96119.088,-98390.088,595214.912,-9180.088,50779.912,-47230.088,22256.84223,15522.84223,-3895.15777,-8204.15777,96175.84223,-16589.15777,-9147.15777,60374.84223,12037.96799,21003.96799,-18523.03201,-12792.03201,144921.968,-9411.03201,1481.96799,-14878.03201,19346.39866,15360.39866,-11433.60134,-11528.60134,172129.3987,-6328.60134,10233.39866,-3102.60134,85396.27666,41521.27666,-7458.72334,-10984.72334,63845.27666,10916.27666,10307.27666,1335.27666,20694.89165,12946.89165,-7158.10835,-8699.10835,70275.89165,36823.89165,12182.89165,17197.89165,11225.87358,16021.87358,-4914.126424,-5080.126424,74612.87358,4691.873576,8807.873576,1438.873576,easy,no
-26377.4418,837871.5582,-229626.4418,299047.5582,249257.5582,1277063.558,1429832.558,768275.5582,122542.912,868274.912,-9976.088,-1507.088,86865.912,150124.912,107702.912,36897.912,62508.84223,44180.84223,-26101.15777,21769.84223,-3209.15777,262879.8422,55218.84223,16158.84223,-14561.03201,74231.96799,-13114.03201,-4409.03201,5947.96799,44382.96799,2450.96799,1524.96799,9436.39866,57951.39866,-9558.60134,-672.60134,-8797.60134,135451.3987,12935.39866,-2613.60134,4361.27666,88320.27666,-7346.72334,347.27666,599.27666,46469.27666,27204.27666,5484.27666,44842.89165,84368.89165,-4315.10835,18848.89165,14164.89165,127709.8917,-1359.10835,12904.89165,10248.87358,61254.87358,2290.873576,9359.873576,-614.126424,27368.87358,-2448.126424,4952.873576,difficult,yes
661351.5582,-396720.4418,548756.5582,-220993.4418,-238286.4418,-280536.4418,877694.5582,150658.5582,39841.912,-43023.088,-89357.088,431912.912,-82695.088,-72077.088,151947.912,30173.912,43136.84223,-9419.15777,-18093.15777,58577.84223,-1415.15777,-11318.15777,32261.84223,6420.84223,20332.96799,-4239.03201,-18120.03201,26130.96799,-8696.03201,-12230.03201,46626.96799,-11361.03201,5852.39866,-3485.60134,-11796.60134,4983.39866,-11693.60134,-9897.60134,57873.39866,-801.60134,2068.27666,-9543.72334,-12266.72334,20303.27666,-11912.72334,-10319.72334,131441.2767,23244.27666,12852.89165,-1928.10835,3992.89165,-1429.10835,-4772.10835,-6993.10835,80883.89165,2195.89165,6895.873576,2027.873576,-5169.126424,8236.873576,-3161.126424,-2745.126424,50405.87358,11946.87358,difficult,no
-359614.4418,2498744.558,306009.5582,723998.5582,-256748.4418,3033017.558,253064.5582,-255297.4418,-38982.088,292646.912,-100165.088,29565.912,43051.912,-48762.088,-35872.088,-979.088,-10194.15777,875635.8422,16290.84223,57852.84223,-1132.15777,38771.84223,-17389.15777,95512.84223,-1291.03201,192209.968,-17260.03201,12547.96799,-18771.03201,5941.96799,-9423.03201,6709.96799,-1357.60134,82142.39866,-12437.60134,25.39866,-12971.60134,28696.39866,-10781.60134,39611.39866,-8495.72334,278979.2767,-7965.72334,35336.27666,-6632.72334,5230.27666,-7836.72334,48135.27666,970.89165,98549.89165,-592.10835,46239.89165,-4780.10835,-3285.10835,-6547.10835,26834.89165,-1570.126424,131241.8736,-2122.126424,7915.873576,-1971.126424,18265.87358,-3256.126424,5862.873576,difficult,no
217249.5582,875099.5582,625507.5582,621141.5582,1416487.558,1084048.558,153919.5582,552406.5582,25166.912,20997.912,342714.912,122755.912,197369.912,40402.912,38569.912,497915.912,-5653.15777,93423.84223,83424.84223,76861.84223,193943.8422,-8717.15777,-1212.15777,-7602.15777,9667.96799,-3617.03201,-3864.03201,46489.96799,117156.968,15979.96799,-5685.03201,-12945.03201,-4415.60134,241.39866,36836.39866,-7339.60134,80755.39866,-1601.60134,2010.39866,4875.39866,21571.27666,52640.27666,28516.27666,26590.27666,37566.27666,15585.27666,14279.27666,44121.27666,3236.89165,68999.89165,27937.89165,27759.89165,94885.89165,17892.89165,936.89165,13267.89165,5361.873576,15448.87358,30782.87358,10380.87358,108708.8736,885.873576,3382.873576,7408.873576,difficult,no
1799841.558,218122.5582,810117.5582,-191016.4418,1437967.558,-108513.4418,1242227.558,321451.5582,329580.912,-63241.088,139729.912,-45389.088,-42735.088,-95256.088,168289.912,-57503.088,109192.8422,-15583.15777,522862.8422,15179.84223,25593.84223,-24841.15777,61846.84223,-13817.15777,177484.968,-16284.03201,52025.96799,-13391.03201,-316.03201,-18112.03201,23967.96799,-16479.03201,98920.39866,-6791.60134,36839.39866,4048.39866,22335.39866,-12452.60134,30628.39866,-10850.60134,93682.27666,-5966.72334,319935.2767,-982.72334,2903.27666,-13070.72334,61237.27666,-8019.72334,79861.89165,-3133.10835,80172.89165,13952.89165,9219.89165,-9556.10835,84161.89165,-7825.10835,131716.8736,-3523.126424,58172.87358,3588.873576,36082.87358,-6483.126424,79493.87358,-4880.126424,easy,yes
-364433.4418,601199.5582,-357696.4418,-357696.4418,-138452.4418,739463.5582,1638502.558,-324364.4418,-50347.088,13366.912,-14518.088,-14518.088,-64663.088,37020.912,103760.912,-95827.088,20533.84223,76948.84223,4124.84223,4124.84223,-19165.15777,-521.15777,693570.8422,-23285.15777,5282.96799,11780.96799,52133.96799,52133.96799,-10517.03201,76883.96799,114319.968,-13546.03201,31955.39866,45453.39866,-8910.60134,-8910.60134,-12050.60134,10070.39866,78159.39866,-9941.60134,53872.27666,13002.27666,7240.27666,7240.27666,-10339.72334,44784.27666,249205.2767,-12742.72334,19411.89165,57245.89165,6376.89165,6376.89165,-8677.10835,19881.89165,178676.8917,1345.89165,23514.87358,19128.87358,3057.873576,3057.873576,-3609.126424,41369.87358,138133.8736,-139.126424,difficult,yes
1051617.558,424845.5582,-301734.4418,-50879.4418,-244193.4418,802123.5582,602385.5582,-315004.4418,4454.912,95281.912,-48487.088,-90319.088,-93304.088,2540297.912,82433.912,13662.912,14616.84223,33449.84223,-25456.15777,-18177.15777,-20631.15777,30351.84223,-21858.15777,18444.84223,29571.96799,2472.96799,-12072.03201,5069.96799,-10547.03201,45847.96799,37780.96799,-16539.03201,4345.39866,5931.39866,-6822.60134,-13067.60134,-8592.60134,55909.39866,-9212.60134,-4132.60134,2412.27666,11015.27666,760.27666,-2630.72334,-12210.72334,242000.2767,-5494.72334,-6390.72334,148144.8917,21984.89165,-5673.10835,2226.89165,-1575.10835,103156.8917,47785.89165,-4405.10835,15273.87358,24770.87358,-2091.126424,-4605.126424,-1995.126424,50978.87358,8176.873576,-1680.126424,easy,no
